id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_il_6m,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m
48615210,51863950,3000.0,3000.0,3000.0, 36 months,10.99,98.21,B,B4,Supervisor,10+ years,MORTGAGE,40000.0,Not Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=48615210,,debt_consolidation,Debt consolidation,080xx,NJ,24.33,0.0,Nov-2005,0.0,,,19.0,0.0,13895.0,48.4,25.0,w,2415.65,2415.65,782.02,782.02,584.35,197.67,0.0,0.0,0.0,Jan-2016,98.21,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,48119.0,,,,,,,,,,,,28700.0,,,
12687231,14699405,11075.0,11075.0,11075.0, 36 months,11.99,367.8,B,B3,Security Lead,8 years,MORTGAGE,60000.0,Verified,Mar-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12687231,  Borrower added on 03/11/14 > I would like to consolidate a few of my bills to make a lower payment.<br>,debt_consolidation,Debt consolidation,902xx,CA,20.66,0.0,May-1991,0.0,65.0,,6.0,0.0,4339.0,66.8,37.0,f,0.0,0.0,12176.29,12176.29,11075.0,1101.29,0.0,0.0,0.0,Feb-2015,8498.29,,Feb-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,313652.0,,,,,,,,,,,,6500.0,,,
9005413,9897367,27575.0,27575.0,27575.0, 60 months,23.4,783.71,E,E5,Business Development Officer,6 years,MORTGAGE,70000.0,Source Verified,Nov-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9005413,,credit_card,consolidate,361xx,AL,33.89,0.0,Jun-1993,0.0,26.0,,11.0,0.0,33569.0,92.2,24.0,f,0.0,0.0,37442.0540221,37442.05,27575.0,9867.05,0.0,0.0,0.0,Jul-2015,22552.01,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,178537.0,,,,,,,,,,,,36400.0,,,
14287856,16340256,32500.0,32500.0,32500.0, 36 months,13.65,1105.26,C,C1,Trading Manager,10+ years,MORTGAGE,65000.0,Verified,May-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14287856,,credit_card,Credit card refinancing,197xx,DE,25.27,0.0,Nov-1994,1.0,,,22.0,0.0,29963.0,39.3,48.0,w,16084.85,16084.85,22105.2,22105.2,16415.15,5690.05,0.0,0.0,0.0,Jan-2016,1105.26,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,250964.0,,,,,,,,,,,,76200.0,,,
7719857,9421320,12000.0,12000.0,12000.0, 36 months,10.99,392.81,B,B2,technician,3 years,MORTGAGE,85000.0,Not Verified,Nov-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7719857,  Borrower added on 10/08/13 > I'm refinancing my credit cards<br>,credit_card,Credit card refinancing,775xx,TX,15.78,0.0,May-2000,1.0,,,12.0,0.0,14784.0,62.4,28.0,f,0.0,0.0,13676.5802239,13676.58,12000.0,1676.58,0.0,0.0,0.0,Jul-2015,6216.85,,Jul-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,127936.0,,,,,,,,,,,,23700.0,,,
60941328,64983088,4150.0,4150.0,4150.0, 36 months,16.99,147.94,D,D3,Title Officer,6 years,RENT,38400.0,Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=60941328,,debt_consolidation,Debt consolidation,857xx,AZ,18.31,2.0,Aug-1996,4.0,24.0,,12.0,0.0,2527.0,57.0,29.0,f,3878.65,3878.65,439.9,439.9,271.35,168.55,0.0,0.0,0.0,Dec-2015,147.94,Feb-2016,Jan-2016,0.0,21.0,1.0,INDIVIDUAL,,,,0.0,0.0,25533.0,,,,,,,,,,,,4450.0,,,
62296968,66493729,24000.0,24000.0,24000.0, 36 months,7.26,743.91,A,A4,TEACHER,10+ years,OWN,69000.0,Verified,Oct-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=62296968,,home_improvement,Home improvement,317xx,GA,9.88,1.0,Jun-1992,0.0,3.0,,14.0,0.0,75035.0,8.7,29.0,w,22192.98,22192.98,2159.13,2159.13,1807.02,352.11,0.0,0.0,0.0,Jan-2016,743.91,Feb-2016,Jan-2016,0.0,3.0,1.0,INDIVIDUAL,,,,0.0,0.0,75035.0,,,,,,,,,,,,156500.0,,,
3291670,4064687,12800.0,12800.0,12750.0, 36 months,13.11,431.97,B,B4,Waste Management,4 years,MORTGAGE,58370.0,Source Verified,Feb-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=3291670,  Borrower added on 02/01/13 > I am wanting to consolidate all of my high interest credit card bills into one payment.  I do not have any delinquincies and pay everything ahead of schedule.<br>,credit_card,Personal Loan,620xx,IL,16.86,0.0,Jul-2003,0.0,75.0,68.0,20.0,1.0,6139.0,34.9,34.0,f,0.0,0.0,15281.1822349,15221.51,12800.0,2481.18,0.0,0.0,0.0,Mar-2015,4918.58,,Mar-2015,0.0,75.0,1.0,INDIVIDUAL,,,,0.0,0.0,160163.0,,,,,,,,,,,,17600.0,,,
44095891,47112625,30000.0,30000.0,30000.0, 60 months,13.33,687.68,C,C3,Chaplain,10+ years,MORTGAGE,100000.0,Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=44095891,,home_improvement,Home improvement,370xx,TN,20.6,2.0,Aug-1993,0.0,6.0,,13.0,0.0,18787.0,54.8,38.0,w,26664.66,26664.66,6166.9,6166.9,3335.34,2831.56,0.0,0.0,0.0,Dec-2015,687.68,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,398014.0,,,,,,,,,,,,34300.0,,,
11937004,13929148,20000.0,20000.0,19950.0, 36 months,12.99,673.79,B,B5,,,MORTGAGE,55000.0,Verified,Feb-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=11937004,  Borrower added on 02/19/14 > To pay off credit card debt.<br>,debt_consolidation,Debt consolidation,761xx,TX,24.87,0.0,Jan-2001,0.0,,,15.0,0.0,17383.0,52.4,29.0,f,0.0,0.0,21957.63,21902.74,20000.0,1957.63,0.0,0.0,0.0,Dec-2014,15893.52,,Dec-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,99767.0,,,,,,,,,,,,33200.0,,,
1606230,1877428,20000.0,20000.0,20000.0, 60 months,21.98,552.16,E,E4,Sears,< 1 year,MORTGAGE,68000.0,Verified,Oct-2012,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=1606230,  Borrower added on 10/11/12 > Consolidation higher interest rate credit cards into one paying.<br>,debt_consolidation,Consolidating debit,275xx,NC,20.77,0.0,Oct-1996,0.0,,,12.0,0.0,29439.0,68.5,29.0,f,0.0,0.0,9926.26,9926.26,2241.93,5035.82,27.6013826467,2620.91,43.2669,Mar-2014,300.0,,Apr-2014,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,74342.0,,,,,,,,,,,,43000.0,,,
21470788,23793685,3600.0,3600.0,3600.0, 36 months,13.98,123.01,C,C3,Mould Design Engineer,3 years,MORTGAGE,46000.0,Not Verified,Jul-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=21470788,,moving,Moving and relocation,153xx,PA,11.18,1.0,Oct-1998,0.0,6.0,38.0,12.0,1.0,4580.0,28.1,34.0,w,2085.57,2085.57,2091.17,2091.17,1514.43,576.74,0.0,0.0,0.0,Dec-2015,123.01,Feb-2016,Jan-2016,0.0,44.0,1.0,INDIVIDUAL,,,,0.0,0.0,91226.0,,,,,,,,,,,,16300.0,,,
12456162,14468308,12000.0,12000.0,12000.0, 36 months,8.9,381.04,A,A5,Sales Manager,3 years,RENT,100000.0,Not Verified,Feb-2014,Charged Off,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=12456162,,debt_consolidation,Debt consolidation,328xx,FL,10.07,0.0,Nov-1997,0.0,74.0,,7.0,0.0,12882.0,85.3,23.0,w,0.0,0.0,6096.64,6096.64,4940.41,1156.23,0.0,0.0,0.0,Jul-2015,381.04,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,40565.0,,,,,,,,,,,,15100.0,,,
43679291,46696008,15000.0,15000.0,15000.0, 36 months,7.89,469.29,A,A5,RN,10+ years,MORTGAGE,89000.0,Not Verified,Mar-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=43679291,,debt_consolidation,Debt consolidation,282xx,NC,29.89,1.0,Nov-1997,0.0,15.0,,15.0,0.0,88334.0,46.9,35.0,w,11574.92,11574.92,4217.03,4217.03,3425.08,791.95,0.0,0.0,0.0,Dec-2015,469.29,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,99694.0,,,,,,,,,,,,118200.0,,,
17595676,19728124,15900.0,15900.0,15900.0, 36 months,10.99,520.48,B,B3,District Administrative Assistant,10+ years,MORTGAGE,60000.0,Source Verified,Jun-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=17595676,,debt_consolidation,Debt consolidation,936xx,CA,10.32,0.0,Nov-2001,2.0,,,9.0,0.0,3338.0,22.9,19.0,w,8158.94,8158.94,9889.12,9889.12,7741.06,2148.06,0.0,0.0,0.0,Jan-2016,520.48,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,313.0,226124.0,,,,,,,,,,,,14600.0,,,
2836829,3419319,6400.0,6400.0,6400.0, 36 months,14.09,219.02,B,B5,beaumont hospital,10+ years,OWN,60000.0,Not Verified,Jan-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=2836829,  Borrower added on 01/02/13 > credit card refinancing<br><br> Borrower added on 01/02/13 > This loan will assist me with paying off a few credit cards within a timely manner and in the long run improve my credit score. We hope to put an addition on our home in the next few years and need to get rid of some debt. This loan would assist me with that goal.<br><br> Borrower added on 01/02/13 > I carry a large revolving credit due to 2 maternity leaves within the past 3 years and would really like to pay off this debt. My monthly credit card debt is approx. $300/month or greater if I pay above the min.amount due.<br>,credit_card,credit card refinancing,480xx,MI,17.08,0.0,Feb-2001,1.0,67.0,101.0,13.0,1.0,10045.0,55.2,40.0,f,0.0,0.0,7884.5728684,7884.57,6400.0,1484.57,0.0,0.0,0.0,Jan-2016,218.87,,Jan-2016,0.0,67.0,1.0,INDIVIDUAL,,,,0.0,119.0,96015.0,,,,,,,,,,,,18200.0,,,
6254768,7766908,17000.0,17000.0,17000.0, 36 months,11.55,561.0,B,B3,Farmers Insurance,5 years,RENT,42000.0,Verified,Jul-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=6254768,  Borrower added on 07/09/13 > Too consolidate debt and get a little breathing room<br>,debt_consolidation,Financial Empowerment,850xx,AZ,29.2,0.0,Jul-1999,0.0,,,11.0,0.0,3284.0,68.4,30.0,f,3780.34,3780.34,16268.44,16268.44,13219.66,3048.78,0.0,0.0,0.0,Dec-2015,561.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,56649.0,,,,,,,,,,,,4800.0,,,
63346586,67688355,13000.0,13000.0,13000.0, 60 months,12.05,289.51,C,C1,CNA,9 years,MORTGAGE,40000.0,Not Verified,Nov-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=63346586,,credit_card,Credit card refinancing,499xx,MI,17.43,1.0,Oct-2003,0.0,16.0,,18.0,0.0,8844.0,28.6,51.0,w,12680.47,12680.47,570.32,570.32,319.53,250.79,0.0,0.0,0.0,Jan-2016,289.51,Feb-2016,Jan-2016,0.0,24.0,1.0,INDIVIDUAL,,,,0.0,50.0,96427.0,,,,,,,,,,,,30900.0,,,
51828854,55258634,20000.0,20000.0,20000.0, 36 months,10.99,654.68,B,B4,taxi driver ,10+ years,RENT,80000.0,Not Verified,Jun-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=51828854,,credit_card,Credit card refinancing,212xx,MD,8.34,0.0,Aug-2005,0.0,59.0,37.0,13.0,4.0,3844.0,13.9,28.0,w,16607.33,16607.33,4558.34,4558.34,3392.67,1165.67,0.0,0.0,0.0,Jan-2016,654.68,Feb-2016,Jan-2016,0.0,59.0,1.0,INDIVIDUAL,,,,0.0,6918.0,21396.0,,,,,,,,,,,,27600.0,,,
39741656,42565498,19200.0,19200.0,19200.0, 60 months,13.66,443.38,C,C3,Supervising Account Representative,10+ years,MORTGAGE,80000.0,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39741656,,debt_consolidation,Debt consolidation,060xx,CT,17.76,0.0,Jan-2000,0.0,,,9.0,0.0,18154.0,86.9,16.0,w,16581.31,16581.31,4862.61,4862.61,2618.69,2243.92,0.0,0.0,0.0,Dec-2015,443.38,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,201054.0,,,,,,,,,,,,20900.0,,,
39088326,41882047,20800.0,20800.0,20800.0, 60 months,12.99,473.16,C,C2,Licensed Provider,< 1 year,RENT,80000.0,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=39088326,,debt_consolidation,Debt consolidation,890xx,NV,15.66,0.0,Aug-2000,1.0,50.0,,26.0,0.0,11044.0,66.9,35.0,w,17919.45,17919.45,5167.23,5167.23,2880.55,2286.68,0.0,0.0,0.0,Jan-2016,473.16,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,212711.0,,,,,,,,,,,,16500.0,,,
8670266,10441993,30000.0,30000.0,30000.0, 36 months,13.67,1020.53,B,B5,Rig Supervisor,3 years,MORTGAGE,215000.0,Source Verified,Nov-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8670266,,debt_consolidation,Debt Consolidation,825xx,WY,6.99,0.0,Jul-2004,1.0,28.0,,9.0,0.0,5836.0,23.4,22.0,f,0.0,0.0,34932.541637300004,34932.54,30000.0,4932.54,0.0,0.0,0.0,Jul-2015,3542.74,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,291534.0,,,,,,,,,,,,24900.0,,,
14668697,16731030,6600.0,6600.0,6600.0, 36 months,7.9,206.52,A,A4,,,RENT,21000.0,Verified,Apr-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=14668697,,credit_card,Credit card refinancing,054xx,VT,20.4,0.0,Feb-2000,0.0,,,13.0,0.0,2822.0,27.7,27.0,w,2940.4,2940.4,4336.92,4336.92,3659.6,677.32,0.0,0.0,0.0,Jan-2016,206.52,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,59582.0,,,,,,,,,,,,10200.0,,,
49197611,52506334,14000.0,14000.0,14000.0, 60 months,13.33,320.92,C,C3,supervisor,10+ years,MORTGAGE,90000.0,Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49197611,,debt_consolidation,Debt consolidation,281xx,NC,28.87,0.0,Jan-1997,1.0,63.0,,18.0,0.0,31004.0,65.8,36.0,f,12624.17,12624.17,2546.62,2546.62,1375.83,1170.79,0.0,0.0,0.0,Jan-2016,320.92,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,162955.0,,,,,,,,,,,,47100.0,,,
25245967,27698928,15000.0,15000.0,15000.0, 36 months,9.17,478.19,B,B1,Office manager,10+ years,MORTGAGE,57000.0,Not Verified,Sep-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25245967,,credit_card,Credit card refinancing,346xx,FL,15.81,0.0,May-2004,0.0,,,15.0,0.0,17008.0,62.3,25.0,f,8837.38,8837.38,7651.04,7651.04,6162.62,1488.42,0.0,0.0,0.0,Jan-2016,478.19,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,117637.0,,,,,,,,,,,,27300.0,,,
41132081,44007946,30000.0,30000.0,30000.0, 60 months,12.29,671.74,C,C1,Technical Director,< 1 year,RENT,160000.0,Verified,Feb-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41132081,,debt_consolidation,Debt consolidation,890xx,NV,10.26,0.0,Mar-2002,0.0,67.0,,7.0,0.0,16391.0,57.5,24.0,w,26182.44,26182.44,6696.92,6696.92,3817.56,2879.36,0.0,0.0,0.0,Dec-2015,671.74,Feb-2016,Jan-2016,0.0,76.0,1.0,INDIVIDUAL,,,,0.0,0.0,64774.0,,,,,,,,,,,,28500.0,,,
66421804,71157549,1400.0,1400.0,1400.0, 36 months,11.22,45.99,B,B5,COLLECTIONS,8 years,MORTGAGE,30000.0,Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=66421804,,credit_card,Credit card refinancing,199xx,DE,26.08,0.0,Mar-1987,3.0,27.0,52.0,17.0,1.0,11335.0,37.2,39.0,w,1367.1,1367.1,45.12,45.12,32.9,12.22,0.0,0.0,0.0,Jan-2016,45.99,Feb-2016,Jan-2016,0.0,72.0,1.0,INDIVIDUAL,,,,0.0,6676.0,180663.0,3.0,1.0,1.0,1.0,9.0,6233.0,83.7,4.0,6.0,2425.0,46.3,30500.0,0.0,3.0,5.0
41140034,44015805,15000.0,15000.0,15000.0, 36 months,13.33,507.8,C,C3,Owner,10+ years,MORTGAGE,43000.0,Verified,Mar-2015,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=41140034,,debt_consolidation,Debt consolidation,372xx,TN,17.02,0.0,Jul-1994,0.0,,,6.0,0.0,17763.0,83.0,24.0,w,0.0,0.0,15661.7,15661.7,15000.0,661.7,0.0,0.0,0.0,Jul-2015,14160.52,,Jul-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,158753.0,,,,,,,,,,,,21400.0,,,
31597246,34200412,8000.0,8000.0,8000.0, 36 months,8.39,252.14,A,A5,fork lift operator,4 years,MORTGAGE,40000.0,Not Verified,Oct-2014,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=31597246,,credit_card,Credit card refinancing,472xx,IN,15.39,0.0,Oct-1990,2.0,70.0,,11.0,0.0,11701.0,52.5,21.0,w,5124.71,5124.71,3522.5,3522.5,2875.29,647.21,0.0,0.0,0.0,Jan-2016,252.14,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,1094.0,41287.0,,,,,,,,,,,,22300.0,,,
8668730,10440558,11400.0,11400.0,11400.0, 36 months,6.03,346.97,A,A1,Software Engineer,1 year,MORTGAGE,115000.0,Source Verified,Nov-2013,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8668730,,credit_card,Credit Card Refinance,980xx,WA,12.47,0.0,Sep-2001,1.0,,,18.0,0.0,12852.0,32.5,39.0,w,0.0,0.0,11862.5418917,11862.54,11400.0,462.54,0.0,0.0,0.0,Aug-2014,9086.78,,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,281382.0,,,,,,,,,,,,39500.0,,,
25287319,27740048,35000.0,35000.0,35000.0, 60 months,15.61,843.9,D,D1,First Lieutenant / Pilot,10+ years,RENT,79716.0,Verified,Aug-2014,Fully Paid,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=25287319,,debt_consolidation,Debt consolidation,664xx,KS,11.4,0.0,Oct-2000,0.0,,,8.0,0.0,19725.0,55.9,20.0,w,0.0,0.0,37654.6,37654.6,35000.0,2654.6,0.0,0.0,0.0,Jan-2015,34279.0,,Feb-2015,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,131682.0,,,,,,,,,,,,35300.0,,,
59201893,63089709,32000.0,32000.0,32000.0, 60 months,12.69,723.04,C,C2,Sergeant,10+ years,MORTGAGE,75000.0,Verified,Sep-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=59201893,,debt_consolidation,Debt consolidation,802xx,CO,15.41,0.0,Sep-1995,0.0,,,7.0,0.0,32898.0,86.3,14.0,w,30436.86,30436.86,2869.6,2869.6,1563.14,1306.46,0.0,0.0,0.0,Jan-2016,723.04,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,128429.0,,,,,,,,,,,,38100.0,,,
65712608,70345358,16800.0,16800.0,16800.0, 36 months,5.32,505.93,A,A1,Consultant,2 years,RENT,135000.0,Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=65712608,,car,Car financing,495xx,MI,20.74,0.0,Sep-1991,1.0,,,40.0,0.0,6006.0,5.8,85.0,w,16800.0,16800.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jan-2016,520.82,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,201755.0,,,,,,,,,,,,103700.0,,,
67405775,72217494,12000.0,12000.0,12000.0, 60 months,19.99,317.86,E,E4,Scheduler/Dispatcher/Inventory Control,8 years,RENT,49000.0,Source Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67405775,,debt_consolidation,Debt consolidation,179xx,PA,22.04,0.0,Apr-2008,1.0,,,8.0,0.0,10528.0,40.8,10.0,w,12000.0,12000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,29478.0,1.0,2.0,2.0,2.0,3.0,18950.0,87.2,0.0,2.0,1771.0,62.0,25800.0,1.0,1.0,3.0
67256431,72058182,23025.0,23025.0,23025.0, 60 months,20.99,622.78,E,E5,Lein Corrinator Quality Control ,4 years,MORTGAGE,72000.0,Verified,Dec-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=67256431,,credit_card,Credit card refinancing,451xx,OH,18.55,1.0,Sep-2002,3.0,15.0,113.0,10.0,1.0,14768.0,81.6,21.0,w,23025.0,23025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,166664.0,1.0,2.0,1.0,2.0,4.0,31672.0,91.7,0.0,1.0,4663.0,88.2,18100.0,1.0,3.0,5.0
8979313,7189416,25000.0,25000.0,25000.0, 60 months,19.2,651.27,D,D3,Water Manager,4 years,RENT,75000.0,Source Verified,Nov-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=8979313,,credit_card,CC Refinance,925xx,CA,19.92,0.0,Aug-1990,1.0,55.0,56.0,7.0,1.0,9965.0,61.5,36.0,f,17350.32,17350.32,16281.6,16281.6,7649.68,8631.92,0.0,0.0,0.0,Dec-2015,651.27,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,38095.0,,,,,,,,,,,,16200.0,,,
38434769,41218512,20000.0,20000.0,20000.0, 60 months,14.31,468.59,C,C4,Manager,10+ years,OWN,80000.0,Source Verified,Jan-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=38434769,,credit_card,Credit card refinancing,703xx,LA,22.5,0.0,Jul-2003,0.0,,,8.0,0.0,13783.0,96.4,22.0,f,17050.43,17050.43,5607.18,5607.18,2949.57,2657.61,0.0,0.0,0.0,Jan-2016,468.59,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,78638.0,,,,,,,,,,,,14300.0,,,
49188282,52497015,11000.0,11000.0,11000.0, 36 months,5.32,331.27,A,A1,Rad Tech,8 years,RENT,60000.0,Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49188282,,credit_card,Credit card refinancing,950xx,CA,4.19,1.0,Sep-2000,0.0,14.0,,12.0,0.0,1769.0,2.0,23.0,w,8995.99,8995.99,2328.75,2328.75,2004.01,324.74,0.0,0.0,0.0,Dec-2015,331.27,Jan-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,1769.0,,,,,,,,,,,,90100.0,,,
49067703,52376447,20000.0,20000.0,19925.0, 60 months,10.99,434.75,B,B4,Branch Manager,5 years,MORTGAGE,56400.0,Source Verified,May-2015,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=49067703,,home_improvement,Home improvement,305xx,GA,29.18,0.0,Mar-2002,0.0,36.0,,11.0,0.0,24272.0,55.9,29.0,f,17921.62,17854.42,3465.79,3452.79,2078.38,1387.41,0.0,0.0,0.0,Jan-2016,434.75,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,210883.0,,,,,,,,,,,,43400.0,,,
7102822,8764441,10000.0,10000.0,10000.0, 36 months,18.55,364.29,D,D2,Comcast cable corp,5 years,RENT,86000.0,Not Verified,Oct-2013,In Grace Period,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=7102822,,debt_consolidation,Consolidate,970xx,OR,17.76,0.0,Jan-2002,2.0,,,17.0,0.0,14131.0,71.4,19.0,f,3351.6,3351.6,9471.14,9471.14,6648.4,2822.74,0.0,0.0,0.0,Dec-2015,364.29,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,41019.0,,,,,,,,,,,,19800.0,,,
52959658,56459398,12000.0,12000.0,12000.0, 36 months,12.69,402.54,C,C2,Paralegal,10+ years,MORTGAGE,95000.0,Source Verified,Jun-2015,Late (31-120 days),n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=52959658,,debt_consolidation,Debt consolidation,761xx,TX,26.54,0.0,May-1997,1.0,44.0,,19.0,0.0,26867.0,66.8,43.0,f,11164.3,11164.3,1199.16,1199.16,835.7,363.46,0.0,0.0,0.0,Sep-2015,402.54,Feb-2016,Jan-2016,0.0,,1.0,INDIVIDUAL,,,,0.0,0.0,202162.0,,,,,,,,,,,,40200.0,,,
9217100,11039121,1200.0,1200.0,1200.0, 36 months,23.7,46.9,F,F1,caregiver,3 years,RENT,21000.0,Source Verified,Dec-2013,Current,n,https://www.lendingclub.com/browse/loanDetail.action?loan_id=9217100,,other,Other,137xx,NY,14.46,1.0,Oct-1990,0.0,12.0,,4.0,0.0,1160.0,64.4,12.0,f,458.08,458.08,1172.26,1172.26,741.92,430.34,0.0,0.0,0.0,Jan-2016,46.9,Feb-2016,Jan-2016,0.0,57.0,1.0,INDIVIDUAL,,,,0.0,0.0,5796.0,,,,,,,,,,,,1800.0,,,
